,Access_And_Affordability,company,Air_Quality,Business_Ethics,Business_Model_Resilience,Competitive_Behavior,Critical_Incident_Risk_Management,Customer_Privacy,Customer_Welfare,Data_Security,Director_Removal,Ecological_Impacts,Employee_Engagement_Inclusion_And_Diversity,Employee_Health_And_Safety,Energy_Management,GHG_Emissions,Human_Rights_And_Community_Relations,Labor_Practices,Management_Of_Legal_And_Regulatory_Framework,Physical_Impacts_Of_Climate_Change,Product_Design_And_Lifecycle_Management,Product_Quality_And_Safety,Selling_Practices_And_Product_Labeling,Supply_Chain_Management,Systemic_Risk_Management,Waste_And_Hazardous_Materials_Management,Water_And_Wastewater_Management,rating
21,-0.2475944912431953,Baxter,-0.0353438890434894,-0.1265873046301755,-0.436084581274284,0.0,-0.5157107431484418,-0.2710472991914264,0,-0.1595191908678978,0.0,-0.0730568446495048,-0.0196833309064279,-0.198139737235412,-0.0259636784696439,-0.0762890455993836,-0.129307984604421,-0.1322077651921479,-0.0579876161716312,-0.0418886295494414,-0.1083568690719552,-0.4485786492770478,-0.3016924785271317,-0.1163584574868225,-0.0623711567998873,-0.1445208077778231,-0.1921701923465898,4
22,0.0,BCE,-0.1653593852077394,-0.0025198251395621,-0.5268122081990655,-0.4305811783192897,-0.7079005386877795,0.0,0,0.0,0.0,0.0,0.0,0.0,-0.0996408840216693,-0.132496842497274,-0.080923858174604,0.0,-0.0104584133074973,-0.1472488734291765,-0.0772718115562486,0.0,0.0,-0.1844242647361597,-0.0983435367502163,-0.8117404373788945,0.0,4
23,-0.4244745550935579,BeiGene,-0.2510002846654847,-0.1905911775177703,-0.163560611860928,-0.2749484059959678,0.1570956048119819,-0.312924620088816,0,-0.1884705539494135,-0.0801148126979133,0.0470887642228124,-0.0800354713664421,-0.1292319789910777,-0.0968601703925604,-0.0093739981708504,-0.1458508042285639,-0.1514637703330042,-0.0395930376283922,-0.1006569726848969,-0.0415934621405557,-0.4339061463983271,0.7334146727773613,-0.1094071291170163,-0.0990181653464159,-0.2963259341474593,-0.2450982918645865,4
24,-0.2260964260457587,Brenntag,-0.4214300924942498,-0.0164570039165149,-0.3398869602641676,0.0,-0.48198647889838,0.0,0,0.0,0.0,-0.1914552161512449,-0.12094445621606,-0.1481451688420378,-0.1542922214355795,-0.1897404112272109,-0.1500736641435823,-0.0715651055584681,-0.0955792833744925,-0.0592421748969543,-0.1991757577754005,-0.1668229236645024,-0.2219357584500786,-0.0581502000590113,-0.1975961772362594,-0.2681321311414777,-0.2312085991358301,4
25,0.0,Comcast,0.0,-0.0412470473083159,0.0,-0.032150016747069,0.0,0.0,0,0.0,0.0,0.0,0.0125305789749518,0.0,0.0138073999874182,0.0,0.0255844676948464,0.0,0.0057614938202241,0.0,0.0,0.0,0.0,-0.0279319395689106,0.0,0.0,0.0,4
26,-0.3504060359935361,Corning,-0.3191747113152698,-0.0443251899686055,-0.2033210077342857,-0.7407241549564356,-0.2161732947907264,0.1248300244548975,0,-0.0178116406425615,-0.3568295550407018,-0.0283790710004321,-0.0215424375212823,-0.0303545022720142,-0.1242548343718814,-0.1059371967379244,0.0757477717014268,-0.0865961942992936,-0.0667078139410148,0.0017398922444519,-0.1384810491883958,-0.2479019898717773,0.0,-0.0267512344154331,0.0354936267195016,-0.2254890440363604,-0.1400887906872874,4
27,-0.2335819768086502,eMemory,-0.2305442573802249,-0.0897904438371934,-0.0187217162083343,-0.362716960309227,-0.2467190808427343,-0.2323215870028436,0,-0.121367800413116,-0.2515761958535978,-0.1320276047442729,-0.0965167301667989,-0.1022424028875852,-0.1272064726289484,-0.0961640605413489,-0.0158817340917127,-0.0927541699763061,-0.0230244514094334,-0.0507523666843359,-0.141929728657884,-0.228118944368847,0.6165300382957448,-0.0229772664931763,0.006089692773883,-0.206741772092013,-0.0968314429264658,4
28,-0.3778053508199164,Fox,0.0,-0.1253434735578404,-0.124526845546612,-0.4296750936994055,-0.2455729921253853,-0.3981406835143596,0,-0.265379022071215,0.0,-0.1239633544538066,-0.0995053843287757,-0.1751820437622572,-0.1387286351427301,-0.0467927767786549,-0.1397745830930618,-0.2074957020203033,-0.0755230251394005,-0.0708947650279284,-0.159258341265864,0.0,0.0,0.0373333646543075,0.0279243347214761,-0.2475469048197003,-0.0878422969524535,4
29,-0.5063491302602032,Glencore,-0.5047238747443654,-0.1905833180543935,-0.2604496141900237,0.0,-0.4787892751976416,-0.2277367342496358,0,-0.3295834860906861,0.0,-0.3399631745331383,-0.0568310578787798,-0.1688201976699799,-0.0358327131188073,-0.0116719803884464,-0.1736668281417326,-0.2303159753894386,-0.0991278400824261,-0.1576709100900526,-0.2015410621478764,-0.2891227839030095,0.0,-0.1070934867295508,-0.1718138748190353,-0.4028037366568342,-0.2693844754251921,4
30,-0.4347898230350794,Impala,-0.4690611285732736,-0.215418899929571,-0.3966645162240158,-0.0550460787003405,-0.509045177367995,0.0195065305748868,0,-0.1510548608485039,0.0835994675820058,-0.3319125573292393,-0.0834881278556245,-0.2489074172178869,-0.1503485707515891,0.0200211254375118,-0.2074016290708704,-0.2199687345074406,-0.1054491963966039,-0.1357160026906846,-0.1703764696893899,-0.1140556800521582,0.0,-0.1919546738228497,-0.1525560729114759,-0.2388647353496142,-0.2968638255056122,4
31,-0.5574787253994571,Jiangsu,-0.3114704005330377,-0.2255365934323057,-0.338451292855054,-0.3106873961054128,-0.4698100704565068,-0.4851050549835108,0,-0.2520927952137403,-0.0978308655077908,-0.2461855240003893,-0.1482986531350414,0.2901309265215183,-0.1635373635352819,-0.0718930744686448,-0.1232077535917887,-0.1457681122030446,-0.1372080949837421,-0.1161112963663567,-0.1605762020829982,0.0,0.4191762111300901,-0.3087539892206229,-0.1514805635909744,-0.2713018057275443,0.0,4
32,-0.6856001736762245,Marathon,-0.3086549926145177,-0.1448338843130653,-0.3056197235285535,-0.1021676672322933,-0.4055708916736243,-0.1403340007598044,0,-0.2901599463188024,0.2379118275999384,-0.3639487506517987,-0.0389768594016882,-0.1442418669732764,-0.1450180557741986,-0.060953934051978,-0.154085824188864,-0.1249205638492947,-0.1518920577879701,-0.1209443624262586,-0.159197196794378,-0.0335470265839711,0.0,-0.1194410218736679,-0.0718772981950304,-0.2791719956992108,-0.2812777949716381,4
33,0.0,MMG,0.0,-0.0721350525308777,-0.2063187017919011,-0.5371707522805935,0.0,0.0,0,-0.3441900525348931,0.0,-0.2915909526775571,-0.0011211898308773,-0.2388403270560732,-0.0109820468018102,0.0780274081095166,-0.1619543868216204,-0.2374503706298794,-0.0775731643243488,-0.1396986535776638,-0.0056301989616871,0.0,0.0,-0.1035651278890806,-0.0539180918091132,-0.276397640084597,-0.1922174900002905,4
34,-0.4223392459280845,MPS,0.0,-0.0664730044168427,0.0,0.0,-0.4229057160098237,0.0,0,-0.1228257819563175,0.0,0.0,-0.0544388870342709,-0.0072078601157262,-0.1510560969654655,-0.0438639753486576,-0.1105108018390285,-0.0424258662929117,-0.0064802473064605,-0.0871322420922501,-0.0617575330910699,-0.7437695717677346,0.0,-0.0957241335059738,0.0071468611528236,-0.1248316159193341,-0.265700026040127,4
35,-0.3328347106103878,MSI,-0.4199456722318231,-0.0791111277863728,1.227729495783011,-0.0019334083073008,-0.4016344320064014,-0.1348421689120388,0,-0.0317078800581785,-0.217475496492519,-0.1570985124639911,-0.0941500847969312,-0.1374097265035661,-0.0462592304225859,-0.0569459414262859,-0.1783788848425423,-0.2109513795096844,-0.0812329946108549,-0.1176106857937582,-0.1523636950710487,-0.2791443968015285,-0.0877967925947996,-0.1555378795200058,-0.1290943143678423,-0.1992183083329347,-0.1844689365974547,4
36,-0.2835101640459174,Northam,-0.5023305468396364,-0.0676670930268215,-0.453251845001293,-0.6947128632499299,-0.5042741404355034,0.0,0,0.1083951139355696,-0.0731490432089446,-0.2351552066617247,-0.051890219794573,-0.1811223690298909,-0.0861493927217306,0.037167693611746,-0.1236148503873942,-0.2490809931575072,-0.0824041154304688,-0.0271520206230826,-0.1643466526479587,0.0,0.0,-0.1897299879736389,-0.1798119891107121,-0.2864630703207416,-0.2187048372050013,4
37,-0.6306665364233924,Reliance,-0.2323812953750461,-0.1603165087802789,-0.4030823190682813,-0.1762462792621503,-0.2684424239633491,0.0029088377722786,0,-0.1942487903954507,-0.0524618967460738,-0.1657491057487761,-0.0612854648054294,-0.1669171500722259,-0.0081520259147686,-0.1554734254464133,-0.1633698205608988,-0.0723683036319015,-0.0750885547284736,-0.1752069278002576,-0.0913808456685087,-0.3757458268591352,0.0,-0.0763755982525125,-0.0511156491504196,-0.1878718395510043,-0.1989974724881138,4
38,-0.3745510164329093,Remgro,-0.1107230750910368,-0.2112492987942682,-0.2556214772639009,-0.3431580308093671,0.0,-0.4879751058910794,0,-0.3619130899768197,-0.0428209372041799,-0.1629992646149786,-0.0705908673488219,-0.1276882957556253,-0.1214637602238696,-0.1039025486145597,-0.1697349706978407,-0.1997916255358381,-0.1071220493875374,-0.0625556542101699,-0.1961622746393783,-0.5658339570319934,0.0,-0.1506918533634474,-0.1507132712031808,-0.1687521863040323,-0.2428562792922053,4
39,-0.6208441978928826,Rollins,-0.4362109463048395,-0.0393671903243434,-0.0156890804438058,0.0,-0.185600752431512,0.0,0,-0.1655316019042183,-0.1311927433560688,-0.2751962477537586,-0.0521266656085115,-0.2080120641807735,-0.126935385111707,0.0,-0.0411620656288146,0.0,-0.181643908286032,0.0,-0.1859534202211889,-0.3280294962936536,0.0,0.0,-0.219227278216075,-0.0651128401309898,0.0,4
40,-0.5842121342790878,Sinopharm,-0.6543488769827761,-0.1817984681865984,-0.0945523774799545,-0.2762322002534362,-0.5390773832573049,-0.3697206707780175,0,-0.1500467370722165,0.0,-0.210215350837384,-0.1009412084343502,-0.2097662598958055,-0.1926942329031848,-0.0438272746665687,-0.0830983963290152,-0.2497664674717538,-0.0668442484139941,-0.0847395907922567,-0.2376005197750736,-0.3714886264944252,0.0,-0.2353809392873737,0.0169144809403325,-0.2485319300749413,-0.2150326063447461,4
41,-0.4197481974589858,Walmart,-0.366806018609754,-0.0320510452740994,-0.3416377811940498,0.0,-0.3645131010976748,-0.29216566836925,0,-0.3009422962377467,0.0,-0.1896343351821081,-0.1127730804763109,0.1912109762796174,0.0771902071823753,-0.0950221660681612,-0.120197557192587,-0.1806591854020799,-0.0402762932048545,-0.1716745136828989,-0.1013667247116456,-0.605791305033819,0.0,-0.1367272044772811,0.0,-0.1808191068618378,-0.307277079204717,4
42,0.0,Watsco,-0.1532782131981751,0.2327626171396204,-0.4436555594233227,-0.2448579003932003,0.0,0.0,0,0.0,-0.1771904058784292,-0.1420993916157026,0.0,0.0,-0.2235357500942357,-0.0697941260533339,0.0,-0.1990954884645721,-0.0203614056206186,0.0098597494363631,-0.1542659244587009,0.0,0.0,-0.1350060691255799,-0.2793902192061304,0.0,0.0,4
