,Access_And_Affordability,company,Air_Quality,Business_Ethics,Business_Model_Resilience,Competitive_Behavior,Critical_Incident_Risk_Management,Customer_Privacy,Customer_Welfare,Data_Security,Director_Removal,Ecological_Impacts,Employee_Engagement_Inclusion_And_Diversity,Employee_Health_And_Safety,Energy_Management,GHG_Emissions,Human_Rights_And_Community_Relations,Labor_Practices,Management_Of_Legal_And_Regulatory_Framework,Physical_Impacts_Of_Climate_Change,Product_Design_And_Lifecycle_Management,Product_Quality_And_Safety,Selling_Practices_And_Product_Labeling,Supply_Chain_Management,Systemic_Risk_Management,Waste_And_Hazardous_Materials_Management,Water_And_Wastewater_Management,rating
0,1.209957244090357,3i,-0.3843760109653265,-0.2342132173962059,-0.2406272604558105,0.0,-0.0823615628502887,-0.1426597727650697,0.0,-0.2548220836418881,-0.0562891649719039,-0.2633016731489657,-0.1178653985228688,-0.1059457466135336,-0.0466929299968249,-0.1158948457064354,-0.1240823211945102,-0.1763258555715743,-0.0435618478426333,-0.1424366384895061,-0.164357389543834,0.0754189297493674,0.0,-0.1892876151816999,-0.0526336083486405,-0.2596092305221468,0.0,7
1,-0.2917980949396323,Admiral,-0.3453455629960374,0.2918023702959213,-0.2521248350743901,0.0,-0.2476691243618255,-0.1655065873388138,0.0,0.0,0.0,-0.1987292746809015,0.0030852145879823,0.0,-0.0040958801344458,0.0175432055598903,-0.0421902180301956,0.0346903471418061,-0.0633591963730308,-0.0907429417248755,-0.0860163443492151,0.0,0.0,0.1535800775376647,-0.0557954938981305,1.216821969430632,0.4525197482257548,7
2,-0.048184232815383,Adobe,-0.3456759720727607,-0.1228221015289629,0.0,0.0,0.0,0.0,0.0,-0.161154564476891,0.0,-0.3585371572067494,-0.0508775144029124,-0.0518339938495679,-0.0500021822040683,0.09772145263262,-0.175959841461859,-0.1804805006711516,-0.0167156333068804,-0.0398163813029001,-0.1620034157904318,0.0,0.0,0.00252573145799,0.2101265451959031,-0.2167688494109341,-0.1128052127565672,7
3,-0.0101880742421811,ADP,-0.0717355865540921,-0.0632140985474448,-0.1962447294469308,0.192393155089472,-0.2899577843136126,-0.3918654954327598,0.0,-0.2100842588642079,0.0,-0.3776913406508052,-0.1014861513153647,-0.0240883302088412,-0.0844214283384312,-0.0038857633987349,-0.0005029617751325,-0.1906805188233922,-0.1049182054086699,0.1028301215865833,-0.0188599679238113,0.0,0.0,-0.085726937417852,0.1336644424108953,-0.0637673278716028,-0.046439033876743,7
4,-0.0920270547856632,American,0.0,-0.1579500494697862,0.4407868951844061,0.0,-0.0555224995482011,0.0,0.0,0.4322688231604621,0.0,-0.3397802307192968,-0.0378270205906709,0.1362840573280365,0.1095075458775546,0.0143927235332294,-0.0495762127130943,0.6031915868866659,0.0554745994948584,0.1986004635953665,0.0,0.0,0.0,0.0,0.0,0.2247820022597053,0.0,7
5,0.0,Ansys,0.0,-0.0429882564655522,-0.323178041990048,0.0,-0.2206175154605849,-0.387161174998532,0.0,-0.1368648279481853,0.0,-0.3121284992394374,-0.0089410090258797,0.254966320526944,-0.1083708492594009,0.0626956704044028,0.164500699117595,0.4312165668956891,0.2646521883772374,-0.1000721887275813,-0.109808424880536,0.0676746762656793,0.0,0.0,0.096293787505552,-0.2833365932464028,-0.0938533090502262,7
6,0.0,Arc,0.4736154642888729,-0.0572740001528226,-0.0118968450461454,0.0,0.0,0.0,0.0,0.0,0.2317935207920376,-0.2762063309793399,0.0907023958500118,-0.155036887108018,-0.0016444903538596,-0.0816154831385072,-0.1550147548861677,0.2491663421581501,-0.1719187787674297,0.132048253701237,0.0,0.1068066788149934,0.0,0.4713902089514586,0.0,0.6664085427320356,0.1542855565220356,7
7,-0.0966600706440839,ASX,-0.0782398602475578,-0.1686659417979404,-0.2588147499412997,0.7116472991160644,0.0,0.0,0.0,-0.1464272871567751,0.0,-0.3492982251315711,-0.0155761744407252,0.0446294965023046,0.1054196642512468,0.0025506730429147,0.0,-0.0789426973040917,-0.0549425471883011,-0.0102888151889269,-0.0040731176993697,0.0,0.0,0.0292587523623182,0.033014971605892,0.0998646210129189,0.0,7
8,0.1403731517815749,Auto,-0.2341605182231799,-0.1972931286885381,-0.3228235478991593,1.8285566819291972,-0.3904140563065472,-0.2542591857310185,0.0,-0.289790511699194,0.1986818330312604,-0.3655287222869662,-0.0694552314593519,-0.0374393212455377,-0.0061701722644177,-0.0241578917766452,0.1683075175770517,-0.1245673041352233,-0.0359330059369915,-0.1000250588087236,-0.0419804781512525,0.0,0.0,-0.2093300237959337,0.0338605159867354,0.4610237006531228,0.0,7
9,-0.4272666762848368,Aviva,0.3997814490390105,-0.1312142164827259,0.0736576407862542,0.1233679732310138,0.0,0.0,0.0,0.0,0.0,-0.2906707110764326,-0.0118472261969081,0.0,-0.0259874224210014,0.0576483157425405,-0.0258170612708711,0.0832172631277122,-0.0862563817053214,-0.110652510634399,0.2308686362809817,0.0,0.0,-0.0526451702405052,-0.079608712622832,0.0,0.0,7
10,-0.369224542618998,AXA,0.0892849033219684,-0.1007203031443359,-0.1575842477877742,0.0,-0.3068633550369283,-0.1954728697102777,0.0,-0.1118398667914468,0.0,-0.1462859280926493,-0.0489243123902898,0.0574161599729209,0.0711587940778931,0.0373825538910982,-0.0621401036133562,-0.0094690359897052,-0.0867726950636656,-0.0340487541630559,0.1954270960087759,0.0,0.0,0.3307965928765128,-0.0929648209107419,-0.0089053902262156,-0.3173498851999522,7
